305,18.24,23.08,16.92,18.4,23.8
306,18.68,17.28,20.4,22.44,18.96
307,15.48,22.16,20.04,23.84,16.44
308,20.68,20.28,18.52,22.32,18
309,21.32,23.16,18.2,25.36,15.16
310,23.28,22.64,17.32,24.84,15.84
311,27.12,24.4,15.76,23.56,12.88
312,25.68,22.6,17.76,25.8,14.24
313,18.84,21.12,15.52,26.28,16.64
314,20.36,23.88,15.52,25.24,13.2
315,20.44,24.68,16.24,25.88,18.48
316,21.2,27.12,17.92,24.12,15.68
317,19.24,28.4,15.56,20.96,14.64
318,18.12,30.12,16.56,19.72,15.72
319,20.64,29.64,15.36,22.24,14.52
320,19.4,22.4,16.52,18.64,15.36
321,16.36,22.76,16.4,20.08,15.28
322,18.04,24.04,14.36,17.36,19.92
323,19.68,23.84,14.8,16.88,18.64
324,21.44,22.12,16.92,17.84,25.12
325,16.04,23.4,17,19,20.72
326,18,19.96,15.28,18.28,17.96
327,18.96,25.24,14.44,20.44,29.04
328,20.88,22.32,19.04,19.04,22.32
329,20.84,23.28,15.4,18.64,20.64
330,19.92,26.96,17.64,21.28,26.2
331,18.52,26.04,17.16,18.6,28.28
332,25.48,25.48,16.48,21.68,19.44
333,14.32,23.48,17.48,24.92,23.08
334,22.4,21.52,17.64,19.24,22.2
335,23.48,22.12,20.44,22.84,18.4
336,19.96,23.92,20.64,17.08,16.04
337,20.52,21.32,17.28,24.68,20.92
338,23.04,23.36,15.76,21.52,12.96
339,22.08,22.16,18.88,23.68,13.72
340,18,18.72,20.88,19.32,16.52
341,21.08,20.52,14.6,21.28,14.16
342,23.48,19.8,15.16,23.08,16.08
343,21.44,21.52,17.72,23.88,20.92
344,19.84,22.04,20.28,20.2,15.56
345,18.52,17.04,16.84,19.16,16.72
346,21.72,20.52,20.24,23.2,16.6
347,20.6,23.4,15.84,19.2,18.04
348,22.56,20.24,18.12,19.92,13.88
349,18.88,22.28,18.28,20.12,18.36
350,22.36,18.72,19.08,19.68,19.04
351,22.12,22.44,18.76,16.12,17.68
352,24.8,19.8,16.12,17.96,22.8
353,21.4,16.6,17.84,20.88,28.12
354,23.8,20.08,16.88,16.8,18.96
355,20.52,21.64,17.4,18.08,26.36
356,18.04,17.88,18.12,18.92,19.12
357,19.28,18.32,16.88,16.56,19.2
358,19,23.28,20.8,23.52,17.56
359,23.92,22.88,15.64,21.04,16.4
360,18.36,17.32,18.6,21.04,18
361,21.52,16.48,16.12,18.48,15.68
362,19.84,20.84,16.88,22.68,13.56
363,19.2,25.08,19,19.36,19.2
364,20.68,22.08,20.04,25.44,17.72
365,20,21.56,22,18.52,16.04
366,22.96,19.16,19.24,17.6,16.56
367,21.44,23.4,19.24,20.8,18.28
368,20.6,19.48,17.32,20.84,15.4
